,class,question,sub_class
4346,LOC,Onde nasceu Pitágoras ?,other
4347,ENTY,Que filme mudo de 1927. recebeu um revival internacional em 1981 ?,cremat
4348,NUM,Qual é o preço da AAA's de seguro automóvel de responsabilidade ?,money
4349,ABBR,O que é LMDS ?,exp
4350,HUM,Qual é o top dez das pessoas mais ricas do mundo ?,ind
4351,HUM,Quem é o líder do Brunei ?,ind
4352,LOC,Qual é a capital da Itália ?,city
4353,ENTY,Que jogo joga Garry Kasparov ?,sport
4354,DESC,Como é que se consegue que uma pointsettia se torne vermelha ?,manner
4355,ENTY,O que é que se encontra de tão valioso no Forte Knox ?,other
4356,LOC,Qual é o melhor Web site de caminhadas ?,other
4357,NUM,"Qual é a população de Arcadia, Florida ?",count
4358,ENTY,Que romance de Stephen King se passa num cemitério para animais ?,cremat
4359,HUM,Quem eram os argumentistas principais de Smothers Brothers Comedy Hour ?,ind
4360,HUM,Quem desempenhava Prewett em From Here to Eternity ?,ind
4361,ENTY,Qual era a sequela de A Pantera Cor-de-Rosa ?,cremat
4362,NUM,Quantas pessoas vivem em cidades ?,count
4363,NUM,Quão alta tem de ser uma montanha para ser considerada uma montanha ?,dist
4364,HUM,Que poeta escocês escreveu a um rato e a um piolho ?,ind
4365,HUM,Qual é o nome do inventor do silly putty ?,ind
4366,LOC,Que oceano cirncunda a ilha da Madeira ?,other
4367,HUM,Que famoso líder comunista morreu na cidade do México ?,ind
4368,ENTY,O que era o companheiro de viagem de John Steinbeck Charley ?,other
4369,LOC,Qual é a cidade capital dos dois maiores países que ocupam a península Ibérica na Europa ?,city
4370,NUM,Quantas minas podem ainda ser encontradas nas ilhas Folkland depois da guerra ter terminado ?,count
4371,DESC,Como posso entrar em contacto com Michael Moore the “Roger & Me” ?,manner
4372,DESC,Como se pronuncia correctamente “qigong” ?,manner
4373,NUM,Quantos galões de água atravessa as cataratas do Niágara por segundo ?,count
4374,ENTY,O que faz com que o paper azul de tornassol se torne vermelho ?,other
4375,HUM,Qual foi a primeira mulher a correr uma milha em menos de 4. 36893. segundos ?,ind
4376,NUM,Quantas cópias de um album é necessário vender para este se tornar um disco de ouro ?,count
4377,ENTY,Qual é “the soft drink for adults” ?,food
4378,ENTY,Qual é o nome do único vegetal que começa com “z” ?,food
4379,ENTY,Como se chama a fobia de maquinários ?,dismed
4380,HUM,Quem entregou o prémio The Flying Fickle Finger of Fate ?,ind
4381,LOC,"Em “Main Street” de Sinclair Lewis, qual era o nome de uma típica cidade americana ?",city
4382,ENTY,Que jogo de escondidas se joga em torno de uma lata ?,sport
4383,LOC,Qual é a maior cidade do Texas ?,city
4384,HUM,Que future caçador de veados é retratado pelo irmão neurótico de Annie Hall ?,ind
4385,ENTY,Qual é a melhor bebida para matar a sede ?,food
4386,LOC,Onde posso arranjar na Internet um mapa da Prússia ?,other
4387,ENTY,Qual foi a guerra mais longa da história dos E.U.A. ?,event
4388,DESC,O que é um “node” em termos computacionais ?,def
4389,LOC,Quais são os cinco países mais ricos do mundo ?,country
4390,LOC,Onde se encontra o aeroporto McCarren ?,other
4391,HUM,Qual é o top de nomes de rapaz nos E.U.A. ?,ind
4392,NUM,Quantas peças perdeu o Space Shuttle Columbia durante o seu segundo vôo ?,count
4393,NUM,Quantas colheres de chá fazem uma colher de sopa ?,count
4394,HUM,De Gillbert e Sullivan quem escrevia as letras e quem era o compositor ?,ind
4395,HUM,Quem foi o advogado de Randy Craft ?,ind
4396,DESC,Qual é a origem da palavra Marijuana ?,desc
4397,HUM,Quem foi o 3º presidente dos Estados Unidos ?,ind
4398,ENTY,Em que orgão se encontra os ilhéus de Langerhans ?,body
4399,HUM,Diga o nome das duas crianças de Dick Tracy.,ind
4400,ENTY,Como se chama a fobia de pontos ?,dismed
4401,NUM,Que porção da vida de um castor é passada a nadar ?,perc
4402,DESC,Como podem as procuras SQL ser melhoradas ?,manner
4403,ENTY,Qual é a comida mais radioactiva ?,food
4404,HUM,Qual era o antigo nome da Commonwealth ?,gr
4405,NUM,Qual será o imposto sobre o gás na Califórnia no ano 2000 ?,money
4406,HUM,Quem deu a Távola Redonda a Rei Artur ?,ind
4407,LOC,Que estado dos E.U.A. ocupa a maior área ?,state
4408,DESC,Como se faz um chip de computador ?,manner
4409,HUM,Quem se tornou president dos E.U.A. em 1789 ?,ind
4410,HUM,Quem escreveu a “Letra Escarlate” ?,ind
4411,HUM,Quem é que Sara Jane Moore tenta assassinar ?,ind
4412,DESC,O que é Linux ?,def
4413,NUM,Quantos pontinhos constituem o símbolo de “because” ?,count
4414,HUM,Que título teve Shevardnadze durante a era Soviética ?,title
4415,ENTY,O que é que comiam principalmente os construtores das pirâmides do Egipto ?,food
4416,ENTY,Qual é a palavra de código internacional de rádio para a letra F ?,word
4417,ENTY,Quais são os 28. tempos da língua inglesa ?,other
4418,HUM,Que rei assinou a Magna Carta ?,ind
4419,ENTY,Que inventores de ofertas de software usam um design semelhante a CAD ?,cremat
4420,DESC,O que é o agente laranja ?,def
4421,HUM,Diga o nome da criança deixada na soleira de uma porta no início da Gasoline Alley.,ind
4422,NUM,Quantos códigos postais existem nos E.U.A. ?,count
4423,ENTY,"Em Beetle Bailey, consegue dizer o nome do cão de Sarge ?",animal
4424,DESC,Porque é que não se deve retirar o ferrão de abelha com uma pinça ?,reason
4425,HUM,Em que universidade jogava basquetebol Dikembe Mutombo ?,gr
4426,DESC,Porque é que os europeus foram pela primeira vez à Austrália e à Oceânia ?,reason
4427,DESC,O que é que a Constituição da Confederação dizia sobre a escravatura ?,desc
4428,NUM,Quanto tempo demora a Galáxia da Via Láctea a fazer uma revolução ?,period
4429,NUM,Quantas pessoas têm animais de estimação ?,count
4430,LOC,Quantos websites estão ligados ao Report on Genesis Eldercare ?,other
4431,ENTY,Como se chama a fobia de piolhos ?,dismed
4432,NUM,Quanto tempo demoram diferentes materiais a decomporem-se ?,period
4433,NUM,Quantas cores tem o arco-íris ?,count
4434,HUM,Como se chama o filho de Darth Vader ?,ind
4435,DESC,Que problemas contribuíram para a elevada taxa de insucesso dos agricultores de Plains em 1800 ?,reason
4436,HUM,Que estrela e cantora pop britânica dos anos 60. e início dos anos 70. foi uma criança actriz nos anos 40. e 50 ?,ind
4437,LOC,Onde se localiza o aeroporto McCarren ?,other
4438,DESC,Quão eficazes sãos os preservativos na protecção contra a SIDA ?,manner
4439,LOC,"Que parte da Grã Bretanha inclui as Highlands, Central Lowlands e Southern Uplands  ?",other
4440,NUM,Quantos eram os irmãos Marx ?,count
4441,NUM,Quão alto é o Matterhorn ?,dist
4442,LOC,Em que país se encontra o Parque Nacional Volcano ?,country
4443,NUM,Quando nasceu Babe Ruth ?,date
4444,HUM,Quem representou Field Marshal Erwin Rommel em The Desert Fox ?,ind
4445,ENTY,Que concurso de TV abandonou o ar em 1975. ao som de We 'll Meet Again de Vera Lynn ?,cremat
4446,LOC,Em que direcção lançam a bola a maioria dos pitchers ?,other
4447,NUM,Quantos sites do Beanie Baby existem ?,count
4448,DESC,Como posso telefonar a um amigo do outro lado do país quando não tenho o número de telefone ?,manner
4449,ENTY,O que é que é 55. vezes mais doce do que a cana de açúcar ?,food
4450,LOC,Onde se encontram as minas de diamantes ?,other
4451,DESC,Como é que se consegue colar Teflon a uma panela ?,manner
4452,NUM,Quanto dinheiro é que Marcos roubou do seu país ?,money
4453,HUM,Quem fabrica o “cross-your-heart bra” ?,ind
4454,HUM,Quem é o genro de Archie Bunker ?,ind
4455,HUM,Que empresa produz Espumante ?,gr
4456,DESC,Qual é a origem da música ?,desc
4457,ABBR,O que significa “B.Y.O.B.” ?,exp
4458,HUM,Que grande companhia aérea tem o melhor registo de segurança no mundo ?,gr
4459,HUM,Que Presidente se tornou Chefe de Justiça depois da sua presidência ?,ind
4460,NUM,Quantas partes tem um jogo de basebol oficial ?,count
4461,LOC,Que cidade tem um jornal chamado The Plain Dealer ?,city
4462,LOC,Que estado dos E.U.A. alberga o Parque Leif Ericson ?,state
4463,NUM,Quantos sabores oferece a Baskin & Robbins ?,count
4464,HUM,Quem era o engenheiro-chefe da nave estelar Enterprise ?,ind
4465,DESC,Como é que a transferência se relaciona com a espessura inSB em detectores de infravermelho ?,manner
4466,HUM,Que presidente de câmara apareceu tantas vezes na TV que foi convidado para se juntar à AFTRA em 1984 ?,ind
4467,ENTY,Que tipo de submarino foi recentemente comprador pela Coreia do Sul ?,veh
4468,NUM,Quantas milhas tem um corrida dez K ?,count
4469,NUM,Quando nasceu Beethoven ?,date
4470,HUM,Quem é a celebridade mais sexy ?,ind
4471,HUM,Que detective vive em Punchbowl Hill e tem 11. filhos ?,ind
4472,LOC,De onde é originário o ukulele ?,other
4473,HUM,Os motores rotativos costumavam ser feitos por quem ?,ind
4474,DESC,O que significa seccession ?,def
4475,HUM,Quem interpretava a personagem que dava título ao filme O Dia do Chacal ?,ind
4476,LOC,Qual é o nome do golfo entre a Suécia e a Finlândia ?,other
4477,HUM,Qual foi o primeiro X-man a morrer numa batalha ?,ind
4478,DESC,Como vai estar o tempo hoje ?,desc
4479,HUM,Quem é o presidente do Gana ?,ind
4480,ENTY,A que sexo não é permitido votar no Kuwait ?,other
4481,LOC,Entre que dois países se encontra Andorra ?,country
4482,NUM,Há quanto tempo foi tomada a decisão pelo Supremo Tribunal no caso Roe vs. Wade ?,period
4483,HUM,Que grupo terrorista era liderado por Donald De Freeze ?,gr
4484,LOC,Onde se encontram as quatro maiores cadeias montanhosas dos Estados Unidos continentais ?,mount
4485,NUM,Qual é o tamanho do corpo estudantil na Universidade de Massachusetts em Amherst ?,other
4486,DESC,Como posso determiner o raio de uma elipse ?,manner
4487,HUM,Quem entrava no filme A Guerra dos Mundos ?,ind
4488,NUM,Quantos tipos diferentes de gelado existem ?,count
4489,HUM,"Que actor, que era muito famoso na TV, foi pai de trigémios ?",ind
4490,LOC,Qual é a home page da Homelite Inc. ?,other
4491,DESC,Qual é a Regra de Ouro ?,def
4492,ENTY,Qual é o filme que Kevin Costner fez sobre os Índios Sioux ?,cremat
4493,ENTY,O que é que milhões de crianças usavam na cabeça em 1955 ?,other
4494,DESC,Como é que a cor afecta psicologicamente uma pessoa ?,manner
4495,NUM,Qual é o número de telefone da Columbia Tristar ?,code
4496,ENTY,Que tipo de animal é o animal de estimação mais fácil de ter ?,animal
4497,DESC,O que é o som ?,def
4498,ENTY,"Qual era o nome do cavalo que caiu em cima da Rainha Elizabete, a mulher do Príncipe Alberto ?",animal
4499,DESC,Quais são as presentes leis de imigração nos E.U.A. ?,desc
4500,ENTY,Quais foram as cinco palavras iniciais em Ben Casey ?,word
4501,DESC,Porque é que diz no xarope da tosse para criança para não se conduzir enquanto se estiver a usar essa medicação ?,reason
4502,ENTY,Que cor de cabelo posso usar para tapar alguns cabelos brancos ?,color
4503,LOC,Onde nasceu Tesla ?,other
4504,HUM,Como é que Larry King ganha a vida ?,title
4505,HUM,Quem disparou sobre Lee Harvey Oswald ?,ind
4506,NUM,Quando morreu Jaco Pastorius ?,date
4507,ENTY,Que desporto de sangue dispõe de um movimento chamado veronica ?,sport
4508,ENTY,O que é que gerou o termo “MiG Alley” ?,termeq
4509,LOC,Qual é o nome de rua mais comum na América ?,other
4510,DESC,Qual é a diferença entre khaki e chino ?,desc
4511,DESC,Qual é a origem do infinito ?,desc
4512,ENTY,Que liga é que o cobre e o estanho formam ?,substance
4513,ENTY,Que plantas se podem encontram num estuário ?,plant
4514,DESC,Quais são os efeitos secundários de mevacor ?,desc
4515,LOC,Quais são os cinco edifícios mais altos do mundo ?,other
4516,DESC,Por que conquista é conhecido Colin Powell ?,reason
4517,ENTY,Qual era o nome do computador em “2001: Odisseia no Espaço” ?,product
4518,HUM,Quem interpretava Renaud em Casablanca ?,ind
4519,LOC,Que país tem problemas com hooligans ?,country
4520,LOC,Que planeta descobriu Percival Lovell ?,other
4521,NUM,Com que frequência são substituídas as células do cérebro ?,count
4522,NUM,Quanto dinheiro gastou a Mercury em publicidade em 1993 ?,money
4523,ENTY,Que tipo de foguetão foi lançado pela nave especial Surveyor ?,veh
4524,LOC,Que país possui o ponto mais ocidental da América do Sul ?,country
4525,ENTY,Com o quê é que os Abolicionistas tentar acabar ?,other
4526,NUM,Qual é o equivalente em dólares americanos a 8. libras no Reino Unido ?,count
4527,DESC,Porque é que fumar cigarros deveria ser proibido ?,reason
4528,NUM,Em que ano morreu Charles Dicken ?,date
4529,ENTY,Que romance de D.H. Lawrence foi originalmente intitulado Tenderness ?,cremat
4530,HUM,Que grupo rock provocou escândalo na Casa Branca ao cantar American Woman ?,gr
4531,ENTY,Como se chama a fobia da noite ou do escuro ?,dismed
4532,DESC,Qual é a origem do nome da banda de rock Led Zeppelin ?,desc
4533,DESC,Quem era Lawrence ?,manner
4534,DESC,Como posso saber se estou grávida ?,manner
4535,NUM,Quando é que os últimos americanos saíram do Vietname ?,date
4536,HUM,Que famoso palhaço apareceu num dos primeiros programas de Howdy Doody e insistiu para que Clarabell se vestisse de palhaço ?,ind
4537,HUM,"Que grupo se formou em 1969. depois da policia ter encontrado resistência dos patronos no Stonewall, um bar gay de Greenwich Village ?",gr
4538,HUM,Quem foi Confúcio ?,desc
4539,ENTY,Que snack tem sulcos ?,food
4540,ENTY,Qual o jogo com quarto participantes mais popular de todos os tempos ?,sport
4541,DESC,Qual é o significado do nome Tatiana ?,def
4542,NUM,Quantas pessoas morreram com Estonia se afundou em 1994 ?,count
4543,LOC,Que cidade do Sul da Califórnia tem o nome de uma personagem que se tornou famosa graças a Edgar Burroughs ?,city
4544,NUM,Quantas cores existem no arco-íris ?,count
4545,LOC,Qual é o habitat do chickadee ?,other
4546,ENTY,Que medicamento se usa normalmente no tratamento de doentes com Sida ?,dismed
4547,ENTY,Qual dos cinco sentidos se desenvolve em primeiro lugar ?,other
4548,DESC,De onde vem o nome cerveja de raiz ?,desc
4549,LOC,Qual é a cidade de onde partem as expedições do Monte Evareste ?,city
4550,NUM,Qual é o salário médio de um paleontologista ?,money
4551,LOC,Qual o maior edifício de um posto de correios do mundo ?,other
4552,HUM,Hoje em dia quem é o cantor mais popular do mundo ?,ind
4553,ENTY,Qual foi o primeiro animal a ir para o espaço ?,animal
4554,ENTY,Qual é a maneira correcta de montar um rolo de papel higiénico ?,techmeth
4555,ENTY,Em que romance de Júlio Verne cientistas estão presos no submarino Nautilus ?,cremat
4556,DESC,Porque é que Rush’s 2112. se chama 2112 ?,reason
4557,DESC,Qual é o lema do estado da Califórnia ?,desc
4558,DESC,Que função desempenha a homeostase na existência de um organismo ?,reason
4559,HUM,Que empresa começou por fazer tartes e que acabou por manufacturar brinquedos de plástico para atirar ?,gr
4560,ABBR,O que significa o acrónimo CPR ?,exp
4561,ENTY,Como se chama o alfabeto Judeu ?,termeq
4562,DESC,Quais são os Estados Bálticos ?,def
4563,NUM,Quantas espécies em perigo existem no mundo ?,count
4564,LOC,Que grande cidade dos E.U.A. teve a maior taxa de homicídios de 1988 ?,city
4565,HUM,"Quem era o mentor e líder da banda de Ella Fitzgerald com quem ela co-escreveu “A-Tisket, A-Tasket” ?",ind
4566,HUM,Quem inventou o basquetebol ?,ind
4567,DESC,Como é que a TV afectou a sociedade ?,manner
4568,NUM,Quando foi a última grande erupção de Monte St. Helens ?,date
4569,HUM,Qual era o nome de club de Humphrey Bogart em Casablanca ?,gr
4570,HUM,Que agência do Governo dos E.U.A regista as marcas ?,gr
4571,DESC,O que é a osmose ?,def
4572,ENTY,Que formato era o maior rival  do VHS ?,other
4573,HUM,Sobre que jogador de hóquei Ronald Reagan fez uma piada sobre trocar para o Texas ?,ind
4574,ENTY,Qual é doença infecciosa mais mortífera no mundo ?,dismed
4575,ENTY,Que doença infecciosa mais mortes causa no mundo ?,dismed
4576,HUM,"Que presidente foi enterrado na casa dos seus antepassados com vista para o rio Hudson em Hyde Park, Nova Iorque ?",ind
4577,NUM,Quanto vendeu a primeira Barbie em 1959 ?,money
4578,LOC,Em que país estava o General Douglas McArthur quando foi chamado pelo Presidente Truman ?,country
4579,HUM,Quais são os cinco mais populares grupos Usenet ?,gr
4580,DESC,Quais são os sete pecados mortais ?,desc
4581,NUM,"Qual é a latitude e longitude de El Paso, Texas ?",other
4582,DESC,O que significa o nome Melissa ?,def
4583,DESC,Qual é a natureza da neve  ?,desc
4584,DESC,E em que é que a formação da neve é diferente da do gelo ?,desc
4585,NUM,Quantas lesões na cabeça há na patinagem no gelo no gelo por ano ?,count
4586,NUM,Uma gravidez normal humana quantos meses dura ?,count
4587,ENTY,Que tipo de desporto de equipa é o Buffalo Sabres ?,sport
4588,ENTY,Que sistema impenetrável de fortificações francês foi construído ao longo da fronteira com a Alemanha antes da Segunda Guerra Mundial ?,other
4589,ENTY,Quais são os novos jogos de computador para o Windows 95. ou 98 ?,sport
4590,HUM,Quem domesticou o peru selvagem ?,ind
4591,DESC,Como posso arranjar o número de telefone de alguém se apenas tenho o pseudónimo ?,manner
4592,ENTY,De que corrida europeia o vencedor da etapa de montanha é premiado com uma camisola com bolinhas vermelhas ?,sport
4593,LOC,De que país vem Ileana Cotrubas ?,country
4594,DESC,Qual é o lema dos escuteiros ?,desc
4595,LOC,Quais são os dois países europeus que estão unidos pelo Gran San Bernardo ?,country
4596,ENTY,Que filme realizou Steven Spielberg em 1975 ?,cremat
4597,ENTY,O nome das ilhas Canárias é inspirado em que criaturas ?,animal
4598,HUM,Qual era o nome do piloto do helicóptero dos E.U.A. que foi atingido por cima da Coreia do Norte ?,ind
4599,DESC,O que é um “cuckquean” macho ?,def
4600,DESC,"Quais são os factores que levam à alta taxa de gravidez em adolescentes em Spartanburg, Carolina do Sul ?",reason
4601,HUM,"Diga o nome do designer de sapatos que criou milhões de imitações de plástico, conhecidas como “jellies”.",ind
4602,ABBR,O que significa RCA ?,exp
4603,DESC,Porque é que os gelados sundaes se chamam sundaes ?,reason
4604,ENTY,Qual é o plural de “dice” ?,word
4605,HUM,Quem é o irmão de Olive Oyl ?,ind
4606,ENTY,"Que medicamento para uma constipação de 12. horas  usa a fórmula “6, 6, 12” na sua publicidade ?",dismed
4607,ENTY,Qual foi o primeiro video alguma vez feito ?,cremat
4608,ENTY,Qual é a comida favorita das libélulas ?,food
4609,HUM,Que rei boicotou o casamento do Príncipe Carlos ?,ind
4610,HUM,Como é que Nicholas Cage ganha a vida ?,title
4611,HUM,Qual era o diminutivo da modelo Leslie Hornby ?,ind
4612,LOC,Onde se encontra o Taj Mahal ?,other
4613,DESC,O que tem de distintivo um pé palmípede ?,desc
4614,LOC,Em 139. a corte papal foi forçada a mudar-se de Roma para onde ?,other
4615,NUM,Qual é o primeiro dia da semana ?,date
4616,DESC,O que é goulash ?,def
4617,LOC,Que capital está construída em torno do Monument Circle que contém um monumento aos soldados e marinheiros ?,city
4618,ENTY,Diga o nome da água de colónia masculina que está associada ao mar.,other
4619,DESC,Como funciona um pára-quedas ?,manner
4620,ENTY,Qual é o primeiro livro do Velho Testamento ?,cremat
4621,NUM,Quantos deles se encontram na África sub-sariana ?,count
4622,DESC,"Qual é a história de Spartacus, o escravo e gladiador romano ?",desc
4623,LOC,Em que famoso muro se encontra a torre Badaling ?,other
4624,HUM,Quem interpretava Fatman no programa de televisão “Jake and the Fatman” ?,ind
4625,DESC,O que é design orientado a objectos ?,def
4626,DESC,O que significa Melissa ?,def
4627,DESC,O que é a forma arrasto ?,def
4628,ENTY,Quais eram os cães de John F. Kennedy ?,animal
4629,LOC,Onde se encontram bons sites de ciência na Internet ?,other
4630,HUM,Que mulher foi o Homem do Ano da Time em 1952 ?,ind
4631,DESC,Que correntes afectam a area das ilhas Shetland e Orkney no Mar do Norte ?,reason
4632,HUM,Quem escreveu o Patinho Feio ?,ind
4633,HUM,Quem projectou a Torre de Londres ?,ind
4634,NUM,"Quantas milhas de distância existem entre Tel Aviv, Israel e Memphis, Tennessee ?",count
4635,NUM,Quantos sabores de gelado tem Howard Johnson ?,count
4636,ENTY,Que arma acomodavam as fendas cruzadas dos castelos ingleses ?,other
4637,DESC,Como posso parar ou adiar o processo de envelhecimento ?,manner
4638,LOC,Onde se encontram as estações de comboio Amtrak mais movimentadas dos E.U.A. ?,other
4639,NUM,Quantas sardas tem Howdy Doody na sua cara ?,count
4640,DESC,"De onde vem o nome de Cos Cob, CT ?",manner
4641,HUM,Quem é considerado o pai da psicologia ?,ind
4642,DESC,Como é que Super President ganhou os seus super poderes na série de animação ?,manner
4643,NUM,Quão alto era o animado King Kong ?,dist
4644,DESC,O que são valores ?,def
4645,NUM,Qual é a população do Japão ?,other
4646,ENTY,Diga o nome de um motociclista americano.,veh
4647,LOC,Onde se encontrava o maior campo de concentração durante a Segunda Guerra Mundial ?,other
4648,NUM,Quanto custou o Alasca quando comprador pela Rússia ?,money
4649,NUM,Quantas modalidades compõem o decatlo ?,count
4650,DESC,O que causa os testículos azuis ?,reason
4651,LOC,Quais foram os primeiros corpos celestes visitados por uma nave especial ?,other
4652,HUM,Que se seguiu a Nikita Khrushchev como primeiro secretário do Partido Comunista ?,ind
4653,HUM,Quem foi escolhido para ser o primeiro presidente negro dos Chefes Militares do Estado-Maior ?,ind
4654,HUM,Qual é o nome da Senhora pela qual Great Gatsby anseia ?,ind
4655,ENTY,Onde é que um chefe escalfa os ovos ?,other
4656,NUM,Quantos bails existem num wicket de cricket ?,count
4657,LOC,Em que cidade foi assassinado Martin Luther King Jr. ?,city
4658,HUM,"Que célebre casal, quando estavam a atravessar o divórcio, dividiram o papel higiénico em duas pilhas iguais ?",ind
4659,LOC,Onde se encontra o Hotel Bernini-Bristol ?,other
4660,HUM,Quem disse: “What contemptible scoundrel stole the cork from my lunch” ?,ind
4661,LOC,Qual é a capital do Kosovo ?,city
4662,HUM,Que tipo de empresa é a 7-Eleven ?,gr
4663,NUM,Quantas letras aparecem com os números de 2. a 9. num telefone ?,count
4664,LOC,Quais foram as primeiras três cidades a ter uma população superior a um milhão ?,city
4665,DESC,De onde vêm os nomes dos meses do ano ?,manner
4666,ENTY,Que escala mede tremores de terra ?,other
4667,DESC,O que é um glory hole ?,def
4668,ENTY,Que educação é necessária para uma pessoa se tornar um preparador físico da NFL ?,other
4669,HUM,Quais são as principais empresas que pertecem a Dow Jones ?,gr
4670,HUM,Em que universidade jogava futebol Joe Namath ?,gr
4671,NUM,Qual era o salário mínimo em 1991 ?,money
4672,LOC,Que país é o maior produtor de volfrâmio ?,country
4673,DESC,Como é que isso faz as suas cores ?,manner
4674,DESC,O que aconteceria se o Canadá e o Quebeque se se separassem ?,desc
4675,NUM,Quando é que o concerto de Jimmy Buffett virá ao centro E de Camden NJ ?,date
4676,DESC,O que é “Last Chance for Animals” ?,desc
4677,LOC,Que país europeu abandonou os selos postais em 1923. porque imprimi-los custava mais do que o seu valor nominal ?,country
4678,DESC,Como é o tempo na Lua ?,desc
4679,HUM,Quem foi o 1º Presidente dos E.U.A. ?,ind
4680,ENTY,"Qual é a principal língua de São Paulo, Brasil ?",lang
4681,NUM,Por quanto é que a Varian Associates tentou vender a sua divisão de produtos para aspirar ao grupo BOC ?,money
4682,ABBR,Qual é a abreviatura de Comité Olímpico Internacional ?,abb
4683,NUM,Quantas pessoas fazem caminhadas ?,count
4684,DESC,O que são vagões ?,def
4685,DESC,Como pensar manter os gatos fora a do meu jardim de flores para sempre ?,manner
4686,HUM,Quem interpretava Maria no filme West Side Story ?,ind
4687,ENTY,Qual é um dos medicamentos comuns anti-SIDA ?,dismed
4688,HUM,Quem concedeu grande poder ao Captain Britain ?,ind
4689,DESC,Como é que podemos saber se os figos estão maduros ?,manner
4690,DESC,Como é que eu te amo ?,manner
4691,ENTY,Que tipo de refrigerante tem mais cafeína ?,food
4692,LOC,Que nacionalidade tem um siciliano ?,country
4693,HUM,Qual é o nome mais comum de rapaz e rapariga ?,ind
4694,HUM,"Quem era o acusado no Julgamento do Século, que começou a 1. de Janeiro, 1935 ?",ind
4695,ENTY,De que cor era o cem bilionésimo lápis  feito por Crayola ?,color
4696,ENTY,Que refrigerante nos diz: “Go Hawaiian” ?,food
4697,DESC,Como funciona uma barragem hidroeléctrica ?,manner
4698,LOC,Qual é o edifício mais antigo dos Estados Unidos ?,other
4699,ENTY,Qual é o animal do estado Virgínia Ocidental ?,animal
4700,NUM,Quantas pessoas morreram nas auto-estradas da Carolina do Sul em 1998 ?,count
4701,DESC,O que são coeficientes binominais ?,def
4702,DESC,O que era a The Living Room War ?,def
4703,ENTY,Quais seriam algumas traduções para a frase “Thank-you” ?,termeq
4704,NUM,Qual é a data de nascimento do Presidente Nixon ?,date
4705,ENTY,Qual é “the great American family cereal” ?,food
4706,DESC,"O que é que fazia Suzy Parker para ganhar $1. , 000. no início dos anos 50 ?",desc
4707,NUM,Quantas pessoas morreram na Guerra do Vietnam ?,count
4708,NUM,Em que ano é que Montana se tornou um estado ?,date
4709,NUM,Quando foi dissolvida a URSS ?,date
4710,DESC,Porque é que há letras no telefone ? Porque é que não há Q ou Z ?,reason
4711,LOC,Que cidade japonesa se chamava Edo ?,city
4712,HUM,Quem é que Seven Mules bloqueava ?,ind
4713,HUM,Qual é a maior empresa de destilação do mundo ?,gr
4714,HUM,Qual é o nome da actriz que entrava no “Silêncio dos Incocentes” ?,ind
4715,LOC,Onde se encontra o corpo caloso de uma pessoa ?,other
4716,HUM,Quem é que Napoleão derrotou em Jena e Auerstadt ?,ind
4717,ENTY,Que produtos caseiros existem para o acne em adultos ?,product
4718,HUM,Que primeiro ministro britânico e presidente dos E.U.A. eram primos em sétimo grau de segunda geração ?,ind
4719,ENTY,Qual é o carro mais caro do mundo ?,product
4720,DESC,O que é um Angelus ?,def
4721,NUM,Quantos objectos orbitam em torno da Terra ?,count
4722,ENTY,Qual foi a tragédia que atingiu a cidade de Dogtown em 1899 ?,event
4723,LOC,Qual é a cidade capital mais antiga nas Americas ?,city
4724,ENTY,Que romance de Leon Uris tratava com a captura Russa de Berlim ?,cremat
4725,LOC,"Qual é a localização de Edimburgo, Escócia ?",other
4726,NUM,Quantos músculos usa um adulto médio quando caminha ?,count
4727,NUM,Quanto tempo é necessário viver numa comunidade para votar ?,period
4728,HUM,Qual era o nome do capitão do Titanic ?,ind
4729,HUM,O noma da heroína em “Scruples” ?,ind
4730,NUM,Quão grande é a vinha Chappellet ?,volsize
4731,LOC,De que país é nativo Jackson Pollock ?,country
4732,DESC,O que faz o esperma ?,reason
4733,DESC,Como posso saber quanto dinheiro devo poupar para a pensão ?,manner
4734,DESC,O que significa a pintinha em cima da letra i ?,def
4735,HUM,Quem escreveu O Padrinho ?,ind
4736,DESC,Qual é a origem do termo soda jerk ?,desc
4737,NUM,Qual é a frequência do VHF ?,other
4738,ENTY,Que desporto pratica Chris Jogis ?,sport
4739,LOC,Que ilha era o alvo da operação dos E.U.A. Urgent Fury ?,other
4740,ENTY,Como se chama a fobia de ladrões ?,dismed
4741,ENTY,Que romance de Nevil Shute é sobre os condenados sobreviventes de uma guerra nuclear ?,cremat
4742,DESC,Qual é a causa das espécies em vias de extinção ?,reason
4743,HUM,Dos seguintes apresentadores de notícias da TV foram estudantes em Rhodes ?,ind
4744,ENTY,O que é que Warlock usava na testa nos Marvel Comics ?,other
4745,ENTY,Qual é a parte mais macia do corpo ?,body
4746,HUM,Que advogada com um metro e oitenta e três do Movimento Temperance advogava empunhando a sua machada em saloons ?,ind
4747,NUM,Quantas ilha têm as Fiji ?,count
4748,ENTY,Que linha dividia o Norte e o Sul durante a Guerra Civil dos E.U.A. ?,other
4749,DESC,Qual é a definição de ceco ?,def
4750,HUM,Quem inventou o voleibol ?,ind
4751,LOC,Qual é o país mais poderoso do mundo ?,country
4752,DESC,Como é que eu faço isto ?,manner
4753,HUM,Diga o nome de uma companhia de ballet para a qual Mikhail Baryshnikov tenha dançado ?,gr
