,class,question,sub_class
4325,DESC,What is the `` fourth dimension '' ?,def
4326,LOC,What is the Homelite Inc. home page ?,other
4327,NUM,How old was Stevie Wonder when he signed with Motown Records ?,period
4328,DESC,What is `` alternative '' anymore ?,def
4329,DESC,Why do they call a hamburger a hamburger when there is no ham ?,reason
4330,HUM,Who won two gold medals in skiing in the Olympic Games in Calgary ?,ind
4331,NUM,What year was the Avery Dennison company founded ?,date
4332,NUM,Where does the U.S. rank among world countries in area ?,ord
4333,HUM,What are the four railways in Monopoly ?,gr
4334,LOC,What are the names of all the seas in the world and what ocean do they drain into ?,other
4335,ABBR,What does BMW stand for ?,exp
4336,LOC,Name the highest mountain .,mount
4337,DESC,What is a biologist ?,def
4338,DESC,What revelation did Alexander Butterfield make to the Senate Watergate committee ?,desc
4339,LOC,What island is home to statues called Mauis ?,other
4340,ENTY,What is a fear of black people ?,dismed
4341,ENTY,What 's the most extensively grown and eaten food ?,food
4342,ENTY,What was the worst hurricane ?,event
4343,DESC,How can I get started in writing for television ?,manner
4344,LOC,Where was Pythagoras born ?,other
4345,ENTY,What 1927 silent film received an international revival in 1981 ?,cremat
4346,NUM,What is the price for AAA 's liability auto insurance ?,money
4347,ABBR,What is LMDS ?,exp
4348,HUM,Who are the top ten richest people in the world ?,ind
4349,HUM,Who is the leader of Brunei ?,ind
4350,LOC,What is the capital of Italy ?,city
4351,ENTY,What game does Garry Kasparov play ?,sport
4352,DESC,How do you get a pointsettia to turn red ?,manner
4353,ENTY,What is kept in Fort Knox that is so valuable ?,other
4354,LOC,What is the greatest hiking Web site ?,other
4355,NUM,"What is the population of Arcadia , Florida ?",count
4356,ENTY,What Stephen King novel is set in a graveyard for pets ?,cremat
4357,HUM,Who were the head writers for the Smothers Brothers Comedy Hour ?,ind
4358,HUM,Who portrayed Prewett in From Here to Eternity ?,ind
4359,ENTY,What was the sequel to The Pink Panther ?,cremat
4360,NUM,How many people live in cities ?,count
4361,NUM,How high must a mountain be to be called a mountain ?,dist
4362,HUM,What Scottish poet penned To a Mouse and To a Louse ?,ind
4363,HUM,What is the name of the inventor of silly putty ?,ind
4364,LOC,What ocean surrounds the Madeira Islands ?,other
4365,HUM,What famous communist leader died in Mexico City ?,ind
4366,ENTY,What was John Steinbeck 's travelling companion Charley ?,other
4367,LOC,What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?,city
4368,NUM,How many mines can still be found in the Falklands after the war ended ?,count
4369,DESC,How can I get in touch with Michael Moore of `` Roger & Me '' ?,manner
4370,DESC,How is ` qigong ' properly pronounced ?,manner
4371,NUM,How many gallons of water go over Niagra Falls every second ?,count
4372,ENTY,What turns blue litmus paper red ?,other
4373,HUM,Who was the first woman to run the mile in less than 4 36893 minutes ?,ind
4374,NUM,How many copies of an album must be sold for it to be a gold album ?,count
4375,ENTY,What is `` the soft drink for adults '' ?,food
4376,ENTY,What is the only vegetable that starts with `` z '' ?,food
4377,ENTY,What is a fear of machinery ?,dismed
4378,HUM,Who awarded The Flying Fickle Finger of Fate ?,ind
4379,LOC,"In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?",city
4380,ENTY,What hide-and-seek game is played around a tin can ?,sport
4381,LOC,What is the largest city in Texas ?,city
4382,HUM,"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?",ind
4383,ENTY,What drink is the best thirst-quencher ?,food
4384,LOC,Where can I get a map of Prussia on the Internet ?,other
4385,ENTY,What was the longest war in U.S. history ?,event
4386,DESC,What is a `` node '' in computer terms ?,def
4387,LOC,What are the five richest countries in the world ?,country
4388,LOC,Where is McCarren Airport ?,other
4389,HUM,What are the top boy names in the U.S. ?,ind
4390,NUM,How many tiles did the Space Shuttle Columbia lose on its second flight ?,count
4391,NUM,How many teaspoons make up a tablespoon ?,count
4392,HUM,Who was the lyricist and who was the composer between Gilbert and Sullivan ?,ind
4393,HUM,Who was the lawyer for Randy Craft ?,ind
4394,DESC,What is the origin of the word Marijuana ?,desc
4395,HUM,Who was the 3rd president of the United States ?,ind
4396,ENTY,What organ contains the islands of Langerhans ?,body
4397,HUM,Name Dick Tracy 's two children .,ind
4398,ENTY,What is a fear of points ?,dismed
4399,NUM,What fraction of a beaver 's life is spent swimming ?,perc
4400,DESC,How can SQL queries be improved ?,manner
4401,ENTY,What is the most radioactive food ?,food
4402,HUM,What was the previous name for the Commonwealth ?,gr
4403,NUM,How much will gas be taxed in California by the year 2000 ?,money
4404,HUM,Who gave King Arthur the round table ?,ind
4405,LOC,What state in the United States covers the largest area ?,state
4406,DESC,How do you make a computer chip ?,manner
4407,HUM,Who became president of the U.S. in 1789 ?,ind
4408,HUM,Who wrote `` The Scarlet Letter '' ?,ind
4409,HUM,Who did Sara Jane Moore try to assassinate ?,ind
4410,DESC,What is Linux ?,def
4411,NUM,How many dots make up the symbol for `` because '' ?,count
4412,HUM,What title did Shevardnadze have during the Soviet era ?,title
4413,ENTY,What did the pyramid-builders of Egypt mainly eat ?,food
4414,ENTY,What 's the international radio code word for the letter F ?,word
4415,ENTY,What are the 28 tenses in the English language ?,other
4416,HUM,Which king signed the Magna Carta ?,ind
4417,ENTY,What software offers inventors use of CAD-like design ?,cremat
4418,DESC,What is agent orange ?,def
4419,HUM,Name the child left on a doorstep at the beginning of Gasoline Alley .,ind
4420,NUM,How many zip codes are there in the U.S. ?,count
4421,ENTY,"In Beetle Bailey , can you name Sarge 's dog ?",animal
4422,DESC,Why shouldn 't you remove a bee stinger with tweezers ?,reason
4423,HUM,Which college did Dikembe Mutombo play basketball for ?,gr
4424,DESC,Why did Europeans first come to Australia and Oceania ?,reason
4425,DESC,What did the Confederate Constitution say about slavery ?,desc
4426,NUM,How long does it take the Milky Way Galaxy to make one revolution ?,period
4427,NUM,How many people own pets ?,count
4428,LOC,What web sites are linked to the Report on Genesis Eldercare ?,other
4429,ENTY,What is a fear of lice ?,dismed
4430,NUM,How long does it take different materials to decompose ?,period
4431,NUM,How many colors are there in a rainbow ?,count
4432,HUM,What was Darth Vader 's son named ?,ind
4433,DESC,What problems contributed to the high failure rate of Plains farmers in the 1800s ?,reason
4434,HUM,What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?,ind
4435,LOC,Where is McCarren Airport located ?,other
4436,DESC,How effective are condoms in protecting against AIDS ?,manner
4437,LOC,"What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?",other
4438,NUM,How many Marx Brothers were there ?,count
4439,NUM,How tall is the Matterhorn ?,dist
4440,LOC,What country is proud to claim Volcano National Park ?,country
4441,NUM,When was Babe Ruth born ?,date
4442,HUM,Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?,ind
4443,ENTY,What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?,cremat
4444,LOC,What direction do most baseball pitchers pitch toward ?,other
4445,NUM,How many Beanie Baby sites are there ?,count
4446,DESC,How can I call a friend in another country when I do not know the telephone number ?,manner
4447,ENTY,What is 55 times sweeter than cane sugar ?,food
4448,LOC,Where are diamonds mined ?,other
4449,DESC,How do they get Teflon to stick to the pan ?,manner
4450,NUM,How much money did the Marcos steal from their country ?,money
4451,HUM,Who makes the `` cross-your-heart bra '' ?,ind
4452,HUM,Who is Archie Bunker 's son-in-law ?,ind
4453,HUM,What company produces Spumante ?,gr
4454,DESC,What is the origin of music ?,desc
4455,ABBR,What does `` B.Y.O.B. '' mean ?,exp
4456,HUM,What major airline has the best safety record in the world ?,gr
4457,HUM,What President became Chief Justice after his presidency ?,ind
4458,NUM,How many innings constitute an official baseball game ?,count
4459,LOC,What city has a newspaper called The Plain Dealer ?,city
4460,LOC,What U.S. state boasts Leif Ericson Park ?,state
4461,NUM,How many flavors does Baskin & Robbins offer ?,count
4462,HUM,Who was chief engineer of the Starship Enterprise ?,ind
4463,DESC,How does crosstalk relate to InSb thickness in infrared detectors ?,manner
4464,HUM,What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?,ind
4465,ENTY,Which type of submarine was bought recently by South Korea ?,veh
4466,NUM,How much in miles is a ten K run ?,count
4467,NUM,When was Beethoven born ?,date
4468,HUM,Who is the most sexy celebrity ?,ind
4469,HUM,What detective lives on Punchbowl Hill and has 11 children ?,ind
4470,LOC,Where did the ukulele originate ?,other
4471,HUM,Rotary engines used to be made by whom ?,ind
4472,DESC,What does seccession mean ?,def
4473,HUM,Who portrayed the title character in the film The Day of the Jackal ?,ind
4474,LOC,What is the name of the gulf between Sweden and Finland ?,other
4475,HUM,Who was the first X-Man to die in battle ?,ind
4476,DESC,What will the weather be today ?,desc
4477,HUM,Who is the President of Ghana ?,ind
4478,ENTY,Which sex is denied voting rights in Kuwait ?,other
4479,LOC,What two countries is Andorra nestled between ?,country
4480,NUM,How long ago was the Roe vs. Wade decision by the Supreme Court ?,period
4481,HUM,What terrorist group was headed by Donald DeFreeze ?,gr
4482,LOC,What are the four largest mountain ranges in the continental United States ?,mount
4483,NUM,What is the size of the student body at the University of Massachusetts in Amherst ?,other
4484,DESC,How can I determine the radius of an ellipse ?,manner
4485,HUM,Who starred in the movie The War of the Worlds ?,ind
4486,NUM,How many different kinds of ice cream are there ?,count
4487,HUM,"What actor , who had greatest fame on TV , became the father of triplets ?",ind
4488,LOC,What is the Homelite Inc. home page ?,other
4489,DESC,What is the Golden Rule ?,def
4490,ENTY,What is a movie that Kevin Costner made about Sioux Indians ?,cremat
4491,ENTY,What were millions of kids wearing on their heads in 1955 ?,other
4492,DESC,How does color affect a person psychologically ?,manner
4493,NUM,What is Columbia Tristar 's phone number ?,code
4494,ENTY,What type of animal is the easiest kept pet there is ?,animal
4495,DESC,What is sound ?,def
4496,ENTY,"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?",animal
4497,DESC,What are the current immigration laws in US ?,desc
4498,ENTY,What were the five opening words on Ben Casey ?,word
4499,DESC,Why does it say on children 's cough syrup not to drive while using this medication ?,reason
4500,ENTY,What hair color can I use to just cover a little gray ?,color
4501,LOC,Where was Tesla born ?,other
4502,HUM,What does Larry King do for a living ?,title
4503,HUM,Who shot Lee Harvey Oswald ?,ind
4504,NUM,When did Jaco Pastorius die ?,date
4505,ENTY,What blood sport features a movement called a veronica ?,sport
4506,ENTY,What was spawned the term `` MiG Alley '' ?,termeq
4507,LOC,What 's the most common street name in America ?,other
4508,DESC,What is the difference between khaki and chino ?,desc
4509,DESC,What is the origin of infinity ?,desc
4510,ENTY,What alloy do copper and tin form ?,substance
4511,ENTY,What plants are found in an estuary ?,plant
4512,DESC,What are the side effects of mevacor ?,desc
4513,LOC,What are the top 5 tallest buildings in the world ?,other
4514,DESC,Colin Powell is best known for what achievement ?,reason
4515,ENTY,What was the name of the computer in ` 2001 : A Space Odyssey ' ?,product
4516,HUM,Who portrayed Renaud in Casablanca ?,ind
4517,LOC,What country has problems with hooligans ?,country
4518,LOC,What planet did Percival Lovell discover ?,other
4519,NUM,How often are brain cells replaced ?,count
4520,NUM,How much did Mercury spend on advertising in 1993 ?,money
4521,ENTY,What kind of rocket launched the Surveyor spacecraft ?,veh
4522,LOC,What country contains the westernmost point in South America ?,country
4523,ENTY,What did Abolitionists try to end ?,other
4524,NUM,What 's the American dollar equivalent for 8 pounds in the U.K. ?,count
4525,DESC,Why should cigarette smoking be banned ?,reason
4526,NUM,What year did Charles Dicken die ?,date
4527,ENTY,What D.H. Lawrence novel was originally titled Tenderness ?,cremat
4528,HUM,What rock group raised a ruckus at the White House by singing American Woman ?,gr
4529,ENTY,What is a fear of night or darkness ?,dismed
4530,DESC,What is the origin of the rock band Led Zeppelin 's name ?,desc
4531,DESC,How was Lawrence,manner
4532,DESC,How do I know if I am pregnant ?,manner
4533,NUM,When did the last Americans leave Vietnam ?,date
4534,HUM,What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?,ind
4535,HUM,"What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?",gr
4536,HUM,Who was Confucius ?,desc
4537,ENTY,What snack food has ridges ?,food
4538,ENTY,What 's the most popular four-player game of all time ?,sport
4539,DESC,What 's the meaning of the name Tatiana ?,def
4540,NUM,How many people died when the Estonia sank in 1994 ?,count
4541,LOC,What Southern California town is named after a character made famous by Edgar Rice Burroughs ?,city
4542,NUM,How many colors are there in a rainbow ?,count
4543,LOC,What is the habitat of the chickadee ?,other
4544,ENTY,What drug is often used to treat AIDS patients ?,dismed
4545,ENTY,Which of the five senses develops first ?,other
4546,DESC,Where did the name root beer come from ?,desc
4547,LOC,What city 's the kickoff point for climbs of Mount Everest ?,city
4548,NUM,What is the average salary of a paleontologist ?,money
4549,LOC,Where is the largest post office building in the world ?,other
4550,HUM,Who is currently the most popular singer in the world ?,ind
4551,ENTY,Who was the first animal into space ?,animal
4552,ENTY,What is the correct way to mount a roll of toilet paper ?,techmeth
4553,ENTY,What Jules Verne novel features scientists held captive in the submarine Nautilus ?,cremat
4554,DESC,Why is Rush 's 2112 called 2112 ?,reason
4555,DESC,What 's the state motto of California ?,desc
4556,DESC,What function does homeostasis have on the existence of an organism ?,reason
4557,HUM,"What company started out making pies , and wound up manufacturing plastic throwing toys ?",gr
4558,ABBR,What does the acronym CPR mean ?,exp
4559,ENTY,The Jewish alphabet is called what ?,termeq
4560,DESC,What are the Baltic States ?,def
4561,NUM,How many endangered species are there in the world ?,count
4562,LOC,Which large U.S. city had the highest murder rate for 1988 ?,city
4563,HUM,"Who was the bandleader mentor of Ella Fitzgerald with whom she cowrote `` A_Tisket , A-Tasket '' ?",ind
4564,HUM,Who invented basketball ?,ind
4565,DESC,How has TV affected our society ?,manner
4566,NUM,When was the last major eruption of Mount St. Helens ?,date
4567,HUM,What was the name of Humphrey Bogart 's club in Casablanca ?,gr
4568,HUM,What U.S. Government agency registers trademarks ?,gr
4569,DESC,What is osmosis ?,def
4570,ENTY,What format was the major competition of VHS ?,other
4571,HUM,What hockey player did Ronald Reagan joke he would swap Texas for ?,ind
4572,ENTY,What is the world 's deadliest infectious disease ?,dismed
4573,ENTY,Which infectious disease is the world 's deadliest ?,dismed
4574,HUM,"What President was buried at his ancestral home overlooking the Hudson River at Hyde Park , New York ?",ind
4575,NUM,How much did the first Barbie doll sell for in 1959 ?,money
4576,LOC,What country was General Douglas McArthur in when he was recalled by President Truman ?,country
4577,HUM,What are the five most popular Usenet groups ?,gr
4578,DESC,What are the seven deadly sins ?,desc
4579,NUM,"What is the latitude and longitude of El Paso , Texas ?",other
4580,DESC,What does the name Melissa mean ?,def
4581,DESC,What is the nature of snow and how is the formation of snow different from that of ice ?,desc
4582,NUM,How many head injuries are there in recreational ice skating each year ?,count
4583,NUM,A normal human pregnancy lasts how many months ?,count
4584,ENTY,What kind of sports team is the Buffalo Sabres ?,sport
4585,ENTY,What impenetrable system of French fortifications was built along the German frontier before World War II ?,other
4586,ENTY,What are new computer games for Windows 95 or 98 ?,sport
4587,HUM,Who domesticated the wild turkey ?,ind
4588,DESC,How can I get someone 's phone number if I only have their screen name ?,manner
4589,ENTY,What European race sees the winner of its mountain stage awarded a jersey with large red polka dots ?,sport
4590,LOC,What country does Ileana Cotrubas come from ?,country
4591,DESC,What 's the motto of the Boy Scouts ?,desc
4592,LOC,What two European countries are joined by the Gran San Bernardo Pass ?,country
4593,ENTY,What movie did Steven Spielberg direct in 1975 ?,cremat
4594,ENTY,What kind of creatures are the Canary Islands named for ?,animal
4595,HUM,What was the name of the US helicopter pilot shot down over North Korea ?,ind
4596,DESC,What 's a male `` cuckquean '' ?,def
4597,DESC,"What are the factors leading to the high teen pregnancy rate in Spartanburg , South Carolina ?",reason
4598,HUM,"Name the designer of the shoe that spawned millions of plastic imitations , known as ` jellies ' .",ind
4599,ABBR,What does RCA stand for ?,exp
4600,DESC,Why are ice cream sundaes called sundaes ?,reason
4601,ENTY,What 's the singular of dice ?,word
4602,HUM,Who is Olive Oyl 's brother ?,ind
4603,ENTY,"What 12-hour cold medicine uses the formula `` 6 , 6 , 12 '' in its ads ?",dismed
4604,ENTY,What was the first video ever made ?,cremat
4605,ENTY,What 's the favorite food of dragonflies ?,food
4606,HUM,What king boycotted Prince Charles 's wedding ?,ind
4607,HUM,What does Nicholas Cage do for a living ?,title
4608,HUM,What was the nickname of model Leslie Hornby ?,ind
4609,LOC,Where is the Taj Mahal ?,other
4610,DESC,What 's distinctive about a palmiped 's feet ?,desc
4611,LOC,In 139 the papal court was forced to move from Rome to where ?,other
4612,NUM,What is the first day of the week ?,date
4613,DESC,What is goulash ?,def
4614,LOC,What capital is built around Monument Circle which contains soldiers and sailors monument ?,city
4615,ENTY,Name the men 's cologne that is associated with the sea .,other
4616,DESC,How does a parachute work ?,manner
4617,ENTY,What is the first book of the Old Testament ?,cremat
4618,NUM,How many of them are in sub-Saharan Africa ?,count
4619,DESC,"What is the history of Spartacus , the Roman slave and gladiator ?",desc
4620,LOC,What famed wall supports the Badaling turret ?,other
4621,HUM,"Who portrayed Fatman in the television show , `` Jake and the Fatman '' ?",ind
4622,DESC,What is object-oriented design ?,def
4623,DESC,What does Melissa mean ?,def
4624,DESC,What is form drag ?,def
4625,ENTY,Who were John F. Kennedy 's dogs ?,animal
4626,LOC,Where are good science sites on the Internet ?,other
4627,HUM,What woman was Time 's Man of the Year for 1952 ?,ind
4628,DESC,What currents affect the area of the Shetland Islands and Orkney Islands in the North Sea ?,reason
4629,HUM,Who wrote The Ugly Duckling ?,ind
4630,HUM,Who designed London Bridge ?,ind
4631,NUM,"How many miles are there between Tel Aviv , Israel and Memphis , Tennessee ?",count
4632,NUM,How many flavors of ice cream does Howard Johnson 's have ?,count
4633,ENTY,What weapon did the crossed slits in English castles accommodate ?,other
4634,DESC,How can I stop or slow down aging ?,manner
4635,LOC,Where are the busiest Amtrak rail stations in the U.S. ?,other
4636,NUM,How many freckles does Howdy Doody have on his face ?,count
4637,DESC,"How does Cos Cob , CT get its name ?",manner
4638,HUM,Who was considered to be the father of psychology ?,ind
4639,DESC,How did Super President gain his powers on the animated series ?,manner
4640,NUM,How tall was the animated King Kong ?,dist
4641,DESC,What are values ?,def
4642,NUM,What is the population of Japan ?,other
4643,ENTY,Name an American made motorcycle .,veh
4644,LOC,Where was the largest concentration camp in World War II ?,other
4645,NUM,How much did Alaska cost when bought from Russia ?,money
4646,NUM,How many events make up the decathlon ?,count
4647,DESC,What causes blue balls ?,reason
4648,LOC,What were the first bodies visited by spacecraft ?,other
4649,HUM,Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?,ind
4650,HUM,Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?,ind
4651,HUM,Name of the lady the Great Gatsby pines for ?,ind
4652,ENTY,What does a chef coddle eggs in ?,other
4653,NUM,How many bails are there in a cricket wicket ?,count
4654,LOC,What city was Martin Luther King Jr. assassinated in ?,city
4655,HUM,"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?",ind
4656,LOC,Where 's the Bernini-Bristol Hotel ?,other
4657,HUM,Who said `` What contemptible scoundrel stole the cork from my lunch ? '',ind
4658,LOC,What is the capital of Kosovo ?,city
4659,HUM,What kind of company is 7-Eleven ?,gr
4660,NUM,How many letters appear with the numbers 2 to 9 on a telephone dial ?,count
4661,LOC,What were the first three cities to have a population of more than a million ?,city
4662,DESC,How did the months of the year get there name ?,manner
4663,ENTY,What scale measures earthquakes ?,other
4664,DESC,What is a glory hole ?,def
4665,ENTY,What kind of education would you need to become an athletic trainer for the NFL ?,other
4666,HUM,What are the major companies that are part of Dow Jones ?,gr
4667,HUM,What college did Joe Namath play football for ?,gr
4668,NUM,What was the minimum wage in 1991 ?,money
4669,LOC,What country is the biggest producer of tungsten ?,country
4670,DESC,How does it make its colors ?,manner
4671,DESC,What would happen to Canada if Quebec separated ?,desc
4672,NUM,When is the Jimmy Buffett concert coming to the E center in Camden NJ ?,date
4673,DESC,What is ` Last Chance for Animals ' ?,desc
4674,LOC,What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?,country
4675,DESC,What is the weather like on the moon ?,desc
4676,HUM,Who was the 1st U.S. President ?,ind
4677,ENTY,"What is the main language of Sao Paulo , Brazil ?",lang
4678,NUM,How much did Varian Associates try to sell its vacuum products division to the BOC group for ?,money
4679,ABBR,What is the abbreviation of the International Olympic Committee ?,abb
4680,NUM,How many people hike ?,count
4681,DESC,What are boxcars ?,def
4682,DESC,How do I keep cats out of my flower garden for good ?,manner
4683,HUM,Who played Maria in the film West Side Story ?,ind
4684,ENTY,What is a common anti-AIDS drug ?,dismed
4685,HUM,Who bestowed great power upon Captain Britain ?,ind
4686,DESC,How can you tell when figs are ripe ?,manner
4687,DESC,How do I love thee ?,manner
4688,ENTY,Which type of soda has the greatest amount of caffeine ?,food
4689,LOC,What nationality is a Sicilian ?,country
4690,HUM,What is the most common boy 's or girl 's name ?,ind
4691,HUM,"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?",ind
4692,ENTY,What color was the hundred billionth crayon made by Crayola ?,color
4693,ENTY,What soft drink tells us to `` Go Hawaiian '' ?,food
4694,DESC,How does a hydroelectric dam work ?,manner
4695,LOC,What is the oldest building in the United States ?,other
4696,ENTY,What is the West Virginia state animal ?,animal
4697,NUM,How many people died on South Carolina highways in 1998 ?,count
4698,DESC,What are binomial coefficients ?,def
4699,DESC,What was The Living Room War ?,def
4700,ENTY,What are some translations of the phrase `` Thank-you '' ?,termeq
4701,NUM,What is President Nixon 's birthdate ?,date
4702,ENTY,What is `` the great American family cereal '' ?,food
4703,DESC,"What was Suzy Parker doing to earn $1 , 000 in the early 1950 's ?",desc
4704,NUM,How many people died in the Vietnam war ?,count
4705,NUM,What year did Montana become a state ?,date
4706,NUM,When was the USSR dissolved ?,date
4707,DESC,Why are there letters on the telephone ? Why are there no Q or Z ?,reason
4708,LOC,What Japanese city was once called Edo ?,city
4709,HUM,Who did the Seven Mules block for ?,ind
4710,HUM,What is the world 's largest distilling company ?,gr
4711,HUM,"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?",ind
4712,LOC,Where is one 's corpus callosum found ?,other
4713,HUM,Who did Napolean defeat at Jena and Auerstadt ?,ind
4714,ENTY,What household products are there for adult acne ?,product
4715,HUM,What British prime minister and U.S. president were seventh cousins once-removed ?,ind
4716,ENTY,What is the most expensive car in the world ?,product
4717,DESC,What is an Angelus ?,def
4718,NUM,How many objects orbit the Earth ?,count
4719,ENTY,What was the tragedy that struck the city of Dogtown in 1899 ?,event
4720,LOC,What 's the oldest capital city in the Americas ?,city
4721,ENTY,What Leon Uris novel dealt with the Russian capture of Berlin ?,cremat
4722,LOC,"What is the location of Edinburgh , Scotland ?",other
4723,NUM,How many muscles does the average adult use when going for a walk ?,count
4724,NUM,How long do you have to live in a community to vote ?,period
4725,HUM,What was the name of the Titanic 's captain ?,ind
4726,HUM,Name of heroine in `` Scruples '' ?,ind
4727,NUM,How big is the Chappellet vineyard ?,volsize
4728,LOC,Jackson Pollock was a native of what country ?,country
4729,DESC,What makes sperm ?,reason
4730,DESC,How do I know how much money to save for retirement ?,manner
4731,DESC,What does the dot on the letter i mean ?,def
4732,HUM,Who wrote The Godfather ?,ind
4733,DESC,What is the origin of the term soda jerk ?,desc
4734,NUM,What is the frequency of VHF ?,other
4735,ENTY,What sport does Chris Jogis play ?,sport
4736,LOC,What island was the target of the U.S. 's Operation Urgent Fury ?,other
4737,ENTY,What is a fear of robbers ?,dismed
4738,ENTY,What Nevil Shute novel is about the doomed survivors of a nuclear war ?,cremat
4739,DESC,What is the cause of endangered species ?,reason
4740,HUM,Which of the following TV newsmen was a Rhodes scholar ?,ind
4741,ENTY,What did Warlock wear on his forehead in Marvel comics ?,other
4742,ENTY,What is the softest part of the body ?,body
4743,HUM,What six-foot temperance advocate wielded her hatchet on saloons ?,ind
4744,NUM,How many islands does Fiji have ?,count
4745,ENTY,What line divided the North and South in the U.S. Civil War ?,other
4746,DESC,What is the definition of cecum ?,def
4747,HUM,Who invented volleyball ?,ind
4748,LOC,What 's the most powerful country in the world ?,country
4749,DESC,How do I do this ?,manner
4750,HUM,Name a ballet company Mikhail Baryshnikov has danced for ?,gr
4751,HUM,Who led the Normans to victory in the Battle of Hastings ?,ind
4752,DESC,What is the origin of the word `` Teddy bear '' ?,desc
4753,NUM,What percentage of the world 's plant and animal species can be found in the Amazon forests ?,perc
4754,HUM,"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?",ind
4755,HUM,Who invented the horoscope ?,ind
4756,ENTY,What nutrients are for healthy bones and teeth ?,food
4757,DESC,What are Fortune 500 companies ?,def
4758,DESC,What is the difference between ninjitsu and kung fu ?,desc
4759,HUM,What king was forced to agree to the Magna Carta ?,ind
4760,NUM,How many electoral college votes does Colorado have ?,count
4761,HUM,What were Babe Ruth 's Christian names ?,ind
4762,NUM,How many bottles of wine were prisoners in the Bastille allowed per day ?,count
4763,LOC,Where do lobsters like to live ?,other
4764,HUM,"Who was the first elected mayor of Washington , D.C. ?",ind
4765,ENTY,What are the wolverine habits ?,other
4766,DESC,How do you fix squeaky floors ?,manner
4767,NUM,When was the Big Thompson flood ?,date
4768,DESC,What good are mosquitoes ?,desc
4769,DESC,How do you get bubblegum out of carpet ?,manner
4770,ENTY,"What 's played at Wembley Stadium , London , every May ?",sport
4771,HUM,"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?",ind
4772,NUM,How many hours of work does it take a typist to complete a 100-page screenplay ?,count
4773,HUM,What is Alice Cooper 's real name ?,ind
4774,DESC,What is the Peloponnesian League ?,def
4775,LOC,What two cities usually mark the extremes of English Channel swims ?,city
4776,NUM,How many times does the tide ebb and flow each day ?,count
4777,HUM,Who invented television ?,ind
4778,DESC,What are tannins ?,def
4779,DESC,How does General Mills manufacture Cheerios ?,manner
4780,ENTY,What was Jimmy Durante 's theme song ?,cremat
4781,HUM,Name the person who burst through the screen in the Lite beer commercials .,ind
4782,ENTY,What delicacy is known indelicately as pickled roe ?,food
4783,ENTY,What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?,food
4784,HUM,What U.S. vice-president killed Alexander Hamilton in a duel ?,ind
4785,NUM,What 's the Fahrenheit equivalent of zero degrees centigrade ?,temp
4786,NUM,How many muscles does an oyster have ?,count
4787,ENTY,"What card game derived its name from biritch , or Russian Whist ?",sport
4788,HUM,Who wrote `` Much Ado About Nothing '' ?,ind
4789,ENTY,What is the collective noun for geese ?,word
4790,DESC,What personality traits are Capricorns said to have ?,desc
4791,LOC,Where can I get information concerning child custody files for the State of Utah ?,other
4792,ENTY,What was John F. Kennedy 's 1960 campaign song ?,cremat
4793,HUM,What Louisiana Senator won a seat that had been held by his father and mother ?,ind
4794,ENTY,What hymn did John Steinbeck get his title The Grapes of Wrath from ?,cremat
4795,ENTY,What invention does the principle of conservation of energy make impossible ?,techmeth
4796,ENTY,What 's the highest-ranking suit in bridge ?,other
4797,HUM,Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?,ind
4798,HUM,What writer is famous for physically putting himself into the center of his subject matter ?,ind
4799,HUM,Who 's the lead singer of the Led Zeppelin band ?,ind
4800,HUM,"In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?",ind
4801,HUM,Who plays the cop in the movie `` Kindergarten Cop '' ?,ind
4802,NUM,How many characters makes up a word for typing test purposes ?,count
4803,ENTY,What non-mechanical sport achieves the highest speeds ?,sport
4804,NUM,What was the 1940 annual salary for a boilermaker ?,money
4805,HUM,"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?",ind
4806,ENTY,"What indoor sport saw the Phoenix Inferno become the Phoenix Pride on July 14 , 1983 , when the temperature hit 111 degrees ?",sport
4807,LOC,What country saw the origin of the Asian Flu ?,country
